lat,lon,dn,day,mon,year,h,sigma,zm,Bo,rho,dataset,stn,chlsur,tempsur,tz
42.53,-61.4,146,26,5,2011,23.9,12.36,24.78,0.046,0.94,2011-009,HL-7,0.15,9,1.3
42.68,-61.55,147,27,5,2011,17.28,10.69,42.12,0.252,0.72,2011-009,HL-6.5,0.252,9,0.8
42.85,-61.73,147,27,5,2011,23.8,16.67,41.37,0.216,0.72,2011-009,HL-6,0.243,9,1.3
42.95,-61.83,147,27,5,2011,27.56,15.21,23.86,0.082,0.9,2011-009,HL-5.5,0.293,9,0.4
43.19,-62.1,147,27,5,2011,32.86,7.65,37.53,0.208,0.89,2011-009,HL-5,0.209,7,0.6
43.48,-62.45,147,27,5,2011,33.22,7.9,29.98,0.184,0.9,2011-009,HL-4,0.185,7,0.2
43.89,-62.88,147,27,5,2011,30.84,8.68,43.21,0.13,0.92,2011-009,HL-3,0.13,10,0.6
44.27,-63.32,148,28,5,2011,5.41,3.3,37.16,0.255,0.72,2011-009,HL-2,0.255,4,0.7
53.68,-55.55,156,4,6,2012,381.53,12.03,10,0.006,1,2012-001,L3-01,8.962,0,0.9
53.8,-55.44,156,4,6,2012,456.51,16.24,14.88,0.041,1,2012-001,L3-02,7.411,0,1.7
53.99,-55.25,156,4,6,2012,304.34,10.8,12.43,0.066,0.99,2012-001,L3-03,5.863,0,2.8
54.22,-55.02,156,4,6,2012,333.72,9.85,10.92,0.001,1,2012-001,L3-04,7.311,0,2.7
54.76,-54.48,156,4,6,2012,209.98,7.61,-4.1,0.369,0.97,2012-001,L3-06,9.89,0,1.3
55.11,-54.15,157,5,6,2012,60.29,14.67,22.16,0.061,0.96,2012-001,L3-08,0.585,0,0
56.96,-52.24,159,7,6,2012,339.86,24.16,18.19,0,1,2012-001,L3-15-,4.227,6,2.3
58.21,-50.88,160,8,6,2012,289.78,12.81,11.91,0.145,0.98,2012-001,L3-18-,6.002,5,1.7
59.48,-49.48,161,9,6,2012,196.9,27.74,5.27,0.128,0.96,2012-001,L3-21-,2.909,5,2.3
60.57,-48.23,162,10,6,2012,332.7,12.38,24.32,1.501,0.88,2012-001,L3-28,3.058,1,2.4
60.59,-48.37,162,10,6,2012,275.96,10.1,25.28,1.283,0.89,2012-001,L3-29,1.758,0,2.5
60.59,-48.38,162,10,6,2012,182.37,8.22,18.59,1.342,0.87,2012-001,L3-30,2.028,1,2.9
60.45,-48.36,162,10,6,2012,75.27,8.81,14.97,0.832,0.8,2012-001,L3-27,1.637,1,2.1
60.08,-48.79,163,11,6,2012,73.98,17.68,30,0.492,0.77,2012-001,L3-23.,0.888,5,2.8
57.97,-51.16,164,12,6,2012,291.27,14.77,16.91,0.339,0.96,2012-001,L3-17.,4.424,5,1.7
44.4,-63.45,269,25,9,2012,8.81,4.5,19,0.119,0.87,2012-042,HL1,0.119,16,0.4
44.27,-63.32,269,25,9,2012,28.22,12.31,31.34,0.025,0.97,2012-042,HL2,0.061,18,0.2
43.88,-62.87,269,25,9,2012,27.17,7.6,24.57,0.096,0.94,2012-042,HL3,0.103,17,0.2
43.17,-62.09,270,26,9,2012,21.14,6.62,32.98,0.086,0.94,2012-042,HL5,0.086,19,0.3
42.93,-61.82,270,26,9,2012,19.05,8,37,0.15,0.86,2012-042,HL5A,0.15,19,0.1
42.87,-61.73,270,26,9,2012,11.31,5.78,28.79,0.144,0.84,2012-042,HL6,0.144,19,0.8
42.74,-61.61,270,26,9,2012,12.66,19.38,35.92,0.089,0.75,2012-042,HL6.3,0.136,20,2.5
42.62,-61.52,270,26,9,2012,4.99,8.09,52.28,0.196,0.56,2012-042,HL6.7,0.196,21,0.8
42.53,-61.44,270,26,9,2012,19.27,28.94,37.5,0.006,0.98,2012-042,HL7,0.121,21,1.4
42.36,-61.34,271,27,9,2012,5.02,13.97,51.69,0.187,0.43,2012-042,HL8,0.187,22,0.9
42.2,-61.17,271,27,9,2012,17.01,27.29,36.88,0.026,0.9,2012-042,HL9,0.126,22,0.7
42.03,-61.07,271,27,9,2012,7.44,7.19,49.54,0.163,0.72,2012-042,HL10,0.163,23,0.6
41.78,-60.92,272,28,9,2012,3.39,9.53,60.34,0.175,0.45,2012-042,HL11,0.175,22,0.3
41.41,-60.68,272,28,9,2012,3.4,9.55,50.62,0.179,0.44,2012-042,HL12,0.179,22,0.8
41.03,-60.45,272,28,9,2012,7.34,7.25,48.54,0.148,0.73,2012-042,HL13,0.148,22,0.2
40.66,-60.21,273,29,9,2012,5.6,10.84,58.53,0.152,0.58,2012-042,HL14,0.152,24,0.5
42.33,-63.87,274,30,9,2012,13.02,11.52,29.56,0.075,0.86,2012-042,RL6,0.092,19,0.3
42.62,-64.11,274,30,9,2012,24.38,9.61,39.47,0.148,0.87,2012-042,RL5,0.148,19,0.4
41.87,-65.38,274,30,9,2012,42.79,16.05,13.78,0.079,0.93,2012-042,BBL7,0.815,20,0.8
42,-65.5,274,30,9,2012,11.3,6.23,29.13,0.173,0.81,2012-042,BBL6,0.173,19,0.9
42.14,-65.5,275,1,10,2012,27.95,9.51,30.38,0.188,0.86,2012-042,BBL5,0.195,17,0.8
42.45,-65.48,275,1,10,2012,58.21,20.5,8.83,0.129,0.9,2012-042,BBL4,1.162,17,-0.2
42.42,-65.73,275,1,10,2012,23.36,11.31,11.54,0.073,0.92,2012-042,PS1,0.562,17,0.6
42.28,-65.88,275,1,10,2012,31.54,13.74,26.67,0.078,0.92,2012-042,PS4,0.217,17,1.7
42.21,-65.95,275,1,10,2012,16.44,9.02,18.46,0.126,0.85,2012-042,PS6,0.216,17,0.5
42.14,-66.05,275,1,10,2012,38.43,13.77,9.22,0.121,0.9,2012-042,PS8,1.011,17,3.2
42,-66.11,275,1,10,2012,62.8,17.18,14.77,0.157,0.9,2012-042,PS10,1.165,17,-0.1
42.77,-65.47,276,2,10,2012,96.61,13.43,11.41,0.119,0.96,2012-042,BBL3,2.12,16,0.3
42.92,-65.98,276,2,10,2012,250.81,18.08,15.82,0.891,0.86,2012-042,BC-CJ,4.665,14,0.6
43,-65.47,276,2,10,2012,264.38,27.63,20.94,0.008,1,2012-042,BBL2,2.873,16,0.3
43.25,-65.48,276,2,10,2012,86.56,17.04,-1.95,0.185,0.92,2012-042,BBL1,2.198,13,0.9
43.25,-65.05,276,2,10,2012,34.6,6.26,27.12,0.177,0.93,2012-042,RL1,0.178,14,3.1
44.27,-63.31,277,3,10,2012,19.12,6.72,33.84,0.106,0.91,2012-042,HL2,0.106,17,0
45.99,-59.53,278,4,10,2012,46.78,16.95,10.22,0.009,0.99,2012-042,STAB1,0.927,15,1.3
46.1,-59.36,278,4,10,2012,41.49,15.93,11.69,0.029,0.97,2012-042,STAB2,0.823,15,1.7
46.22,-59.2,278,4,10,2012,26.11,11.24,10.83,0.054,0.94,2012-042,STAB3,0.637,14,0.5
46.3,-59.07,278,4,10,2012,44.44,15.04,9.91,0.062,0.95,2012-042,STAB4,1.011,14,-0.1
46.42,-58.88,278,4,10,2012,38.82,18.12,19.53,0.077,0.92,2012-042,STAB5,0.555,15,0.9
47.58,-59.34,279,5,10,2012,20.34,9.78,3.19,0.102,0.89,2012-042,CSL6,0.889,10,0
47.43,-59.56,279,5,10,2012,42.08,11.71,-2.35,0.06,0.96,2012-042,CSL5,1.465,11,0.3
47.27,-59.78,279,5,10,2012,42.16,15.65,9.86,0.045,0.96,2012-042,CSL4,0.926,13,1
47.1,-59.99,279,5,10,2012,38.8,12.67,7.97,0.067,0.95,2012-042,CSL3,1.069,14,1.1
47.02,-60.12,279,5,10,2012,42.94,8.93,8.17,0.112,0.94,2012-042,CSL2,1.374,15,0.4
46.96,-60.22,279,5,10,2012,44.19,15.62,7.58,0.034,0.97,2012-042,CSL1,1.037,15,-0.1
45.83,-59.85,280,6,10,2012,53.06,19.23,9.47,0.059,0.95,2012-042,LL1,1.034,15,0.2
45.66,-59.7,280,6,10,2012,7.04,5.1,28.3,0.138,0.8,2012-042,LL2,0.138,16,0.5
45.49,-59.52,280,6,10,2012,43.66,15.7,27.73,0.027,0.98,2012-042,LL3,0.26,16,0.9
45.16,-59.17,280,6,10,2012,24.9,15.08,13.23,0.06,0.92,2012-042,LL4,0.509,17,0.3
44.82,-58.85,281,7,10,2012,16,11.82,16,0.07,0.89,2012-042,LL5,0.286,17,0.5
44.48,-58.51,281,7,10,2012,11.2,5.42,27.14,0.283,0.74,2012-042,LL6,0.283,16,-0.1
44.78,-57.25,281,7,10,2012,16.76,4.88,28.27,0.273,0.83,2012-042,BANCB4,0.273,16,1
44.89,-56.63,281,7,10,2012,23.22,9.23,34.54,0.099,0.91,2012-042,BP5,0.1,15,1.4
44.92,-56.44,281,7,10,2012,23.37,5.21,29.58,0.198,0.9,2012-042,BP4,0.198,15,0
44.98,-56.14,281,7,10,2012,18.05,6,28,0.1,0.92,2012-042,BP1,0.1,16,0.6
45.05,-55.88,281,7,10,2012,6.47,4.76,48.61,0.241,0.69,2012-042,EH1,0.241,15,0.8
44.92,-55.87,281,7,10,2012,12.91,4.43,27.61,0.159,0.88,2012-042,EH2,0.159,16,1
44.88,-55.87,282,8,10,2012,22.25,9.1,37.39,0.158,0.86,2012-042,EH3,0.159,16,-0.1
44.82,-55.85,282,8,10,2012,35.03,5.33,36.39,0.146,0.95,2012-042,EH4,0.146,17,0.3
44.76,-55.84,282,8,10,2012,18.1,7.41,33.94,0.144,0.87,2012-042,SPB8,0.144,17,0.7
44.53,-55.83,282,8,10,2012,23.23,10.12,30.33,0.138,0.87,2012-042,SPB9,0.149,17,1.4
44.24,-55.83,282,8,10,2012,15.4,6.53,41.94,0.174,0.84,2012-042,SPB10,0.174,17,0.3
43.8,-55.7,283,9,10,2012,21.22,6.23,40.1,0.169,0.89,2012-042,SPB10A,0.169,18,1
43.7,-53.97,283,9,10,2012,7.61,8.81,38.05,0.085,0.8,2012-042,GBL5,0.085,17,0.2
44.04,-53.65,284,10,10,2012,17.87,5.72,41.84,0.157,0.89,2012-042,GBL4,0.157,17,0.2
43.47,-57.56,285,11,10,2012,10.07,6.9,36.7,0.159,0.79,2012-042,LL9,0.159,19,-0.2
43.78,-57.8,285,11,10,2012,9.18,7.98,39.67,0.219,0.68,2012-042,LL8,0.219,18,1.3
44.13,-58.18,286,12,10,2012,60.2,30.04,12.56,0,1,2012-042,LL7,0.733,13,2
44.01,-59.02,287,13,10,2012,54.84,19.26,22,0.045,0.96,2012-042,GULD3,0.637,15,2.2
43.87,-58.73,287,13,10,2012,51.17,23.91,12.91,0.012,0.99,2012-042,SG23,0.75,15,0.3
43.79,-58.9,287,13,10,2012,65.15,22.74,14.43,0.009,0.99,2012-042,GULD4,0.944,14,1.1
43.71,-59.01,287,13,10,2012,52.9,16.12,13,0.105,0.93,2012-042,SG28,1.05,14,2.4
43.12,-60.12,288,14,10,2012,29.59,35.66,28.94,0,1,2012-042,SIB8,0.238,18,-0.1
43.32,-60.33,288,14,10,2012,17.67,21.82,14.26,0.033,0.91,2012-042,SIB7,0.294,17,0.6
43.68,-60.63,288,14,10,2012,48.64,22.96,13.37,0.184,0.82,2012-042,SIB6,0.897,15,0.3
44.28,-61.26,288,14,10,2012,29.93,30.15,25.89,0,1,2012-042,SIB3,0.274,16,1
44.52,-61.54,288,14,10,2012,51.32,20.46,17.11,0.011,0.99,2012-042,SIB2,0.716,14,0.4
44.87,-61.89,288,14,10,2012,74.81,16.4,2.55,0.07,0.96,2012-042,SIB1,1.868,13,0.2
44.27,-63.31,289,15,10,2012,38.06,13.25,26.78,0.04,0.97,2012-042,HL2,0.189,14,1
44.27,-63.32,95,5,4,2013,32.3,17.15,13.99,0.307,0.71,2013-004,HL2,0.846,2,0.9
42.62,-61.52,95,5,4,2013,143.86,21.95,26.75,0.048,0.98,2013-004,HL6.7,1.293,3,1.1
42.2,-61.17,97,7,4,2013,116.67,17.11,8.32,0.286,0.9,2013-004,HL9,2.703,6,1.3
42.53,-61.43,98,8,4,2013,126.35,19.32,32.13,0.085,0.97,2013-004,HL7,0.74,2,2.9
42.73,-61.62,99,9,4,2013,328.52,29.06,40.71,0,1,2013-004,HL6.3,1.691,2,1.4
42.85,-61.73,99,9,4,2013,123.08,25.38,18.85,0.03,0.98,2013-004,HL6,1.498,2,0.7
43.86,-58.73,100,10,4,2013,45.87,27.4,18.21,0.527,0.56,2013-004,SG23,1.062,2,0.8
43.8,-58.91,100,10,4,2013,353.35,10.65,38.54,0.261,0.98,2013-004,GULD4,0.28,2,0.8
44,-59.02,101,11,4,2013,19.33,11.34,22.89,0.722,0.49,2013-004,GULD3,0.81,2,0.7
43.71,-59,101,11,4,2013,427.28,18.05,15.25,0,1,2013-004,SG28,6.609,4,0.4
43.18,-62.1,101,11,4,2013,85.54,12.76,7.55,0.229,0.92,2013-004,HL5,2.474,4,0.7
43.48,-62.45,101,11,4,2013,94.57,18.54,14.86,0.155,0.93,2013-004,HL4,1.631,4,0.4
43.88,-62.88,102,12,4,2013,204.92,7.76,6.04,0.304,0.97,2013-004,HL3,8.086,2,0.8
44.27,-63.32,102,12,4,2013,128.57,6.07,-1.14,0.579,0.94,2013-004,HL2,8.881,2,0.2
44.4,-63.45,102,12,4,2013,277.63,10.39,7.35,1.277,0.89,2013-004,HL1,9.578,2,0.8
43.25,-65.05,104,14,4,2013,115.91,20.87,17.52,0.062,0.97,2013-004,RL1,1.62,2,1.6
43.25,-65.48,104,14,4,2013,317.09,24.49,13.54,0,1,2013-004,BBL1,4.433,3,0.6
42.91,-66.01,104,14,4,2013,105.52,33.24,-42.5,0.3,0.81,2013-004,BC-CJ,0.859,4,1.3
42.76,-65.49,104,14,4,2013,93.87,17.67,18.31,0.036,0.98,2013-004,BBL3,1.275,3,0.4
42.42,-65.74,104,14,4,2013,243.11,13.6,9.72,0.065,0.99,2013-004,PS1,5.589,3,3
42.27,-65.87,104,14,4,2013,83.62,10.17,-13.57,0.203,0.94,2013-004,PS4,1.55,4,1
42.2,-65.94,105,15,4,2013,26.59,5.95,2.72,0.17,0.91,2013-004,PS6,1.776,4,0.8
42.12,-66.04,105,15,4,2013,59.48,15.04,7.11,0.11,0.94,2013-004,PS8,1.521,5,0.3
41.99,-66.14,105,15,4,2013,42.18,11.07,10,0.17,0.9,2013-004,PS10,1.181,4,0.1
42.44,-65.49,105,15,4,2013,86.5,11.11,9.15,0.117,0.96,2013-004,BBL4,2.33,3,0.6
42.13,-65.5,105,15,4,2013,240.07,16.53,9.08,0,1,2013-004,BBL5,4.983,7,4.8
42.01,-65.53,105,15,4,2013,54.35,15.49,12.85,0.184,0.88,2013-004,BBL6,1.176,6,1.1
41.87,-65.36,105,15,4,2013,221.93,18.48,11.62,0.013,1,2013-004,BBL7,3.945,6,0.7
42.32,-63.89,106,16,4,2013,314,15.54,45.63,0.93,0.9,2013-004,RL6,1.038,4,1
42.61,-64.1,106,16,4,2013,102.24,19.03,7.81,0.106,0.95,2013-004,RL5,2.076,3,0.8
47.59,-59.34,107,17,4,2013,155.9,19.92,15.48,0.219,0.93,2013-004,CSL6,2.527,1,0.4
47.44,-59.55,107,17,4,2013,20.33,26.31,21.98,0.144,0.68,2013-004,CSL5,0.362,0,1.1
47.27,-59.78,107,17,4,2013,32.56,14.57,14.35,0.137,0.87,2013-004,CSL4,0.686,0,0.1
47.1,-59.98,108,18,4,2013,98.49,16.57,16.1,0.048,0.98,2013-004,CSL3,1.527,0,0.1
47.02,-60.11,108,18,4,2013,293.52,26.51,21.01,0.016,1,2013-004,CSL2,3.242,0,0.4
46.41,-58.88,109,19,4,2013,47.73,10.49,10.76,0.634,0.74,2013-004,STAB5,1.707,0,1.1
46.3,-59.06,109,19,4,2013,476.17,26.85,27.57,0.048,0.99,2013-004,STAB4,4.224,0,0.2
46.21,-59.19,109,19,4,2013,233,14.34,7.98,0.471,0.93,2013-004,STAB3,6.023,0,1.5
46.11,-59.36,109,19,4,2013,186.82,15.3,14.21,1.766,0.73,2013-004,STAB2,4.93,0,0.3
45.83,-59.85,109,19,4,2013,47.63,13.96,16.99,2.326,0.37,2013-004,LL1,2.975,0,0.3
45.66,-59.7,109,19,4,2013,185.18,13.17,25.24,0.355,0.94,2013-004,LL2,1.25,0,0.8
45.49,-59.52,109,19,4,2013,591.33,15.96,16.32,0.005,1,2013-004,LL3,8.768,1,2.7
45.16,-59.17,109,19,4,2013,602.39,16.13,31,0.64,0.96,2013-004,LL4,2.99,1,1
44.82,-58.85,109,19,4,2013,758.92,18.73,18.98,0,1,2013-004,LL5,9.674,1,1.5
44.48,-58.51,109,19,4,2013,335.17,18.13,14.46,6.027,0.55,2013-004,LL6,11.393,2,0.2
44.78,-57.25,110,20,4,2013,806.34,17.37,12.37,0,1,2013-004,BANCB4,14.371,1,1.1
44.9,-56.64,110,20,4,2013,251.98,17.96,7.71,0.36,0.94,2013-004,BP5,5.464,2,0.5
44.92,-56.45,110,20,4,2013,313.77,24.06,17.34,0.664,0.89,2013-004,BP4,4.677,2,0.2
44.98,-56.14,110,20,4,2013,263.56,23.91,18.31,0.144,0.97,2013-004,BP1,3.424,2,0.6
45.05,-55.88,110,20,4,2013,298.51,15.41,9.71,1.382,0.85,2013-004,EH1,7.719,1,0.8
44.9,-55.87,110,20,4,2013,416.98,30.04,24.4,0.07,0.99,2013-004,EH2,4.052,2,0.2
44.88,-55.88,110,20,4,2013,399.62,41.32,32.85,0.482,0.89,2013-004,EH3,3.295,2,0.7
44.83,-55.86,110,20,4,2013,360.95,30,31,0.6,0.89,2013-004,EH4,3.414,2,0.8
44.77,-55.85,110,20,4,2013,368.27,26.54,17.95,0.467,0.92,2013-004,SPB8,4.87,2,0.6
44.53,-55.82,110,20,4,2013,119.27,7.67,5.8,0.364,0.94,2013-004,SPB9,5.025,4,0.8
44.24,-55.83,111,21,4,2013,338.76,12.3,11.39,0.105,0.99,2013-004,SPB10,7.261,5,1.2
43.78,-55.71,111,21,4,2013,144.93,14.61,10.94,0.694,0.85,2013-004,SPB10A,3.683,10,4.5
44.08,-54.78,111,21,4,2013,645.11,29.44,31.83,0,1,2013-004,SESPB9,4.873,3,1.7
44.43,-54.89,111,21,4,2013,345,26.69,35.13,0.038,0.99,2013-004,SESPB8,2.207,4,0.2
44.81,-55.01,112,22,4,2013,449.68,35.18,31.5,0,1,2013-004,SESPB7,3.415,4,1.2
44.9,-55.05,112,22,4,2013,430.33,31.11,21.11,0,1,2013-004,SESPB6,4.384,4,1.6
44.99,-55.07,112,22,4,2013,326.87,21.52,19.27,0,1,2013-004,SESPB6,4.058,2,1.8
45.04,-55.09,112,22,4,2013,526.86,29.19,34.78,0.003,1,2013-004,SESPB5,3.544,1,1.3
45.11,-55.11,112,22,4,2013,624.84,39.51,36.19,0.001,1,2013-004,SESPB5,4.148,2,0.5
45.22,-55.17,112,22,4,2013,392.19,35.51,25.32,0.005,1,2013-004,SESPB4,3.423,2,0.5
43.47,-57.53,113,23,4,2013,482.96,30.08,19.11,0,1,2013-004,LL9,5.235,3,0.5
43.77,-57.84,113,23,4,2013,315.66,20.72,13.97,0.814,0.88,2013-004,LL8,5.656,2,1.5
44.12,-58.18,113,23,4,2013,260.91,14.1,10.81,0.248,0.97,2013-004,LL7,5.75,2,0.6
42.7,-59.78,114,24,4,2013,259.19,38.88,-8.81,0.435,0.86,2013-004,SIB9,3.027,8,1.9
43.12,-60.17,114,24,4,2013,19.03,4.34,7.65,0.113,0.94,2013-004,SIB8,0.483,6,2.2
43.32,-60.34,114,24,4,2013,87.82,19.85,14.61,0.16,0.92,2013-004,SIB7,1.506,10,0.5
44.06,-61.06,114,24,4,2013,86.79,7.84,46.13,1.058,0.81,2013-004,SIB4,1.058,4,1.5
44.28,-61.26,114,24,4,2013,27.48,19.62,58.97,0.483,0.54,2013-004,SIB3,0.489,3,0.6
44.52,-61.54,114,24,4,2013,307.68,71.18,4.72,0.047,0.97,2013-004,SIB2,1.767,3,0.2
44.86,-61.89,115,25,4,2013,37.27,7.69,31.77,0.472,0.8,2013-004,SIB1,0.473,2,0.3
44.43,-62.19,115,25,4,2013,101.77,29.33,16.65,0.425,0.76,2013-004,LE,1.604,1,0.8
43.88,-62.88,115,25,4,2013,36.31,13.99,16.21,0.136,0.88,2013-004,HL3,0.665,3,0.7
43.7,-63.74,115,25,4,2013,47.63,28.35,25.41,0.095,0.88,2013-004,LB,0.544,4,1.5
43.91,-63.19,115,25,4,2013,26.1,10.35,14.2,0.223,0.82,2013-004,OTN97,0.616,4,0.3
44.09,-63.1,115,25,4,2013,150.37,24.92,22.57,0.101,0.96,2013-004,OTN69,1.699,3,1.2
44.18,-63.23,115,25,4,2013,46.33,17.41,14.21,0.205,0.84,2013-004,OTN48,0.966,3,0.3
44.27,-63.32,116,26,4,2013,70.14,13.43,22.79,0.313,0.87,2013-004,HL2,0.807,2,1.3
44.32,-63.35,116,26,4,2013,183.44,60.12,33.26,0,1,2013-004,OTN28,1.045,3,0.4
44.27,-63.31,127,7,5,2013,8.16,20.69,17.05,0.051,0.75,2013-008,HL-2,0.163,4,0.1
55.26,-53.98,131,11,5,2013,423.97,10.65,10.53,0.307,0.98,2013-008,L3-09,10.048,2,0.3
55.11,-54.14,131,11,5,2013,483.86,14.91,10.52,0.051,1,2013-008,L3-08,10.145,-1,1.2
55.42,-53.83,132,12,5,2013,170.28,14.16,12.58,0.184,0.96,2013-008,L3-10,3.417,2,0.9
56.54,-52.68,133,13,5,2013,21.98,16.42,66.87,0.991,0.35,2013-008,L3-14,0.992,3,0.4
57.8,-51.34,134,14,5,2013,6.43,14.68,13.74,0.847,0.17,2013-008,L3-17,0.959,3,0.1
59.07,-49.95,135,15,5,2013,20.89,35.82,41.22,0.679,0.26,2013-008,L3-20,0.799,3,0.6
60.59,-48.23,136,16,5,2013,1777.48,39.31,20.83,0,1,2013-008,L3-28,15.676,0,1.4
60.45,-48.37,136,16,5,2013,1222.72,32.33,19.39,0.503,0.97,2013-008,L3-27,13.107,0,0.3
60.36,-48.48,136,16,5,2013,2065.13,49.74,24.92,0.002,1,2013-008,L3-26,14.611,1,0.9
60.29,-48.54,137,17,5,2013,953.15,22.5,12,0.6,0.97,2013-008,L3-25,15.26,1,0.4
55.01,-54.2,139,19,5,2013,313.85,8.57,12.59,0.14,0.99,2013-008,L3-07,5.106,-1,1.4
52.99,-52.61,140,20,5,2013,584.19,16.69,17.34,0.678,0.95,2013-008,BIL-06,8.818,0,1.8
52.71,-53.57,140,20,5,2013,233,18.8,14.87,0.414,0.92,2013-008,BIL-05,4.031,0,1
52.56,-53.91,141,21,5,2013,237.33,11.07,16.02,0.662,0.93,2013-008,BIL-04,3.664,0,1.4
52.34,-54.71,141,21,5,2013,540.08,19.86,12.78,0,1,2013-008,BIL-03,8.82,0,0.3
52.2,-55.19,141,21,5,2013,476.1,12.9,14.72,0.319,0.98,2013-008,BIL-02,7.997,0,0.9
51.7,-56.14,141,21,5,2013,420.89,17.24,7.44,0.276,0.97,2013-008,BIL-01,9.15,1,0.8
39.77,-59.53,144,24,5,2013,11.84,7.24,64.34,0.169,0.79,2013-008,HL-16,0.169,22,1.1
42.49,-61.41,147,27,5,2013,15.41,10.13,29.08,0.079,0.88,2013-008,HL-7,0.089,14,1.5
42.83,-61.74,147,27,5,2013,45,9.15,20.66,0.145,0.93,2013-008,HL-6,0.299,9,1.6
43.18,-62.1,147,27,5,2013,41.33,9.76,31.33,0.13,0.93,2013-008,HL-5,0.14,8,0.6
43.89,-62.89,148,28,5,2013,40.98,4.07,39.01,0.122,0.97,2013-008,HL-3,0.122,7,1.3
44.27,-63.31,148,28,5,2013,13.23,5.4,29.71,0.123,0.89,2013-008,HL-2,0.123,7,0.7
44.41,-63.45,265,22,9,2013,30.57,4.74,30.13,0.67,0.79,2013-037,HL_01,0.67,16,0.1
44.26,-63.31,265,22,9,2013,54.47,5.61,29.02,0.2,0.95,2013-037,HL_02,0.2,17,0.3
43.88,-62.88,265,22,9,2013,17.48,5.07,24.1,0.14,0.91,2013-037,HL_03,0.14,16,1.2
43.76,-62.75,265,22,9,2013,22.52,8.51,28.51,0.095,0.92,2013-037,HL_03.,0.099,17,0.2
43.4,-62.46,265,22,9,2013,21.57,5.91,32.55,0.172,0.89,2013-037,HL_04,0.172,18,0.7
43.18,-62.09,266,23,9,2013,91.05,11.11,35.07,0.119,0.96,2013-037,HL_05,0.142,18,0.5
42.94,-61.83,266,23,9,2013,10.05,6.46,49.27,0.195,0.76,2013-037,HL_05.,0.195,19,0.6
42.83,-61.73,266,23,9,2013,7.7,5.76,41.7,0.185,0.74,2013-037,HL_06,0.185,19,0.7
42.74,-61.61,266,23,9,2013,11.61,6.3,44.33,0.124,0.86,2013-037,HL_06.,0.125,20,1.5
42.62,-61.51,266,23,9,2013,24.54,10.13,42.29,0.106,0.9,2013-037,HL_06.,0.106,20,0.8
42.48,-61.42,266,23,9,2013,12.51,7.42,52.9,0.147,0.82,2013-037,HL_07,0.147,21,0
42.36,-61.34,267,24,9,2013,7.7,5.82,52.89,0.153,0.78,2013-037,HL_08,0.153,23,0.2
42.19,-61.15,267,24,9,2013,4.73,4.46,53.73,0.15,0.74,2013-037,HL_09,0.15,25,0.3
43.79,-58.9,268,25,9,2013,8.93,5.46,30.7,0.137,0.83,2013-037,GULD_0,0.137,18,-0.1
43.71,-59.01,268,25,9,2013,11.74,10.01,30.42,0.098,0.83,2013-037,SG_28,0.103,18,0.4
44,-59.02,269,26,9,2013,29.61,10.87,22.57,0.096,0.92,2013-037,GULD_0,0.222,17,-0.1
43.86,-58.73,269,26,9,2013,13.95,5,30.25,0.136,0.89,2013-037,SG_23,0.136,18,0
43.47,-57.52,269,26,9,2013,18.56,27.61,47.14,0.042,0.86,2013-037,LL_09,0.104,20,0.6
43.78,-57.82,270,27,9,2013,14.9,24.51,44.77,0.041,0.85,2013-037,LL_08,0.087,20,0.3
44.13,-58.17,270,27,9,2013,26.09,9.41,31.53,0.147,0.88,2013-037,LL_07,0.151,16,0.7
44.47,-58.5,270,27,9,2013,16,7,24,0.189,0.83,2013-037,LL_06,0.191,16,-0.4
44.81,-58.85,270,27,9,2013,26.89,15.41,13.23,0.038,0.95,2013-037,LL_05,0.519,16,0.9
45.49,-59.51,270,27,9,2013,18.04,5.06,18.02,0.124,0.92,2013-037,LL_03,0.127,15,0.2
45.65,-59.7,271,28,9,2013,15.44,9.13,7.41,0.051,0.93,2013-037,LL_02,0.536,14,-0.2
45.82,-59.85,271,28,9,2013,45.29,18.21,2.57,0.061,0.94,2013-037,LL_01,1.044,14,-0.1
46,-59.53,271,28,9,2013,20.8,14.04,8.14,0.074,0.89,2013-037,STAB_0,0.574,14,0.2
46.11,-59.36,271,28,9,2013,36.86,20,-8,0.065,0.92,2013-037,STAB_0,0.744,14,0.4
46.22,-59.2,271,28,9,2013,24.26,14.8,8.88,0.018,0.97,2013-037,STAB_0,0.564,14,1.3
46.3,-59.07,271,28,9,2013,17.73,10.86,14.79,0.058,0.92,2013-037,STAB_0,0.315,14,1.1
46.42,-58.88,271,28,9,2013,10.77,6.06,20.07,0.087,0.89,2013-037,STAB_0,0.09,14,0.9
46.95,-60.21,271,28,9,2013,32.66,11.69,9.53,0.124,0.9,2013-037,CSL_01,0.924,14,0.6
47.1,-59.99,272,29,9,2013,19.02,16.11,19.23,0.05,0.9,2013-037,CSL_03,0.281,13,-0.1
47.02,-60.11,272,29,9,2013,35.54,15.23,10.42,0.101,0.9,2013-037,CSL_02,0.837,14,-0.2
47.26,-59.77,272,29,9,2013,17.27,5.99,19.85,0.127,0.9,2013-037,CSL_04,0.132,13,0.2
47.43,-59.55,272,29,9,2013,26.23,9.92,19.08,0.08,0.93,2013-037,CSL_05,0.246,13,0.3
