lat,lon,day,mon,year,pm,alpha,z,temp,chl,id,cruise
44.13,-59.13,9,10,2000,6.55,0.175,10,14.7,0.58,232597,2000-050
43.82,-58.94,10,10,2000,1.92,0.207,50,4.2,0.1,232611,2000-050
43.82,-58.94,10,10,2000,7.4,0.199,10,15.7,0.51,232617,2000-050
44.02,-59.04,10,10,2000,2.06,0.271,50,6.2,0.17,232628,2000-050
44.02,-59.04,10,10,2000,6.92,0.172,10,14.6,0.51,232634,2000-050
43.79,-57.81,11,10,2000,4.66,0.165,30,17.1,0.42,232661,2000-050
43.79,-57.81,11,10,2000,6.61,0.176,10,16.7,0.5,232665,2000-050
44.12,-58.18,11,10,2000,2.21,0.167,30,8.9,0.52,232679,2000-050
44.12,-58.18,11,10,2000,4.95,0.148,10,13.9,0.95,232682,2000-050
45.49,-59.52,12,10,2000,6.52,0.18,20,12.9,1.52,232718,2000-050
45.49,-59.52,12,10,2000,5.82,0.141,10,13.2,1.81,232721,2000-050
45.68,-59.69,12,10,2000,7.49,0.209,20,13.4,1.48,232734,2000-050
45.68,-59.69,12,10,2000,6.98,0.178,10,13.4,1.64,232736,2000-050
47.1,-59.99,13,10,2000,5.57,0.165,20,11,1.05,232774,2000-050
47.1,-59.99,13,10,2000,5.74,0.162,10,11.2,0.9,232776,2000-050
47.43,-59.56,13,10,2000,3.9,0.156,20,8.5,1.39,232800,2000-050
47.43,-59.56,13,10,2000,4.4,0.186,10,8.6,1.37,232803,2000-050
46.13,-57.17,14,10,2000,5.72,0.163,20,12.7,0.92,232835,2000-050
46.13,-57.17,14,10,2000,5.47,0.143,10,12.7,0.9,232838,2000-050
45.98,-57.61,14,10,2000,4.97,0.151,30,13.1,0.96,232852,2000-050
45.98,-57.61,14,10,2000,4.63,0.165,10,13,0.99,232855,2000-050
44.69,-63.64,1,5,2001,1.82,0.039,5,1.5,5.47,235523,2001-009
43.25,-65.04,2,5,2001,1.59,0.08,40,2.1,5.29,235542,2001-009
43.25,-65.04,2,5,2001,2.38,0.037,10,3.3,1.73,235546,2001-009
43.25,-65.44,2,5,2001,2.09,0.078,30,2.1,4.37,235552,2001-009
43.25,-65.44,2,5,2001,2.26,0.058,30,2.3,4.37,235555,2001-009
42,-65.51,3,5,2001,2.19,0.081,50,5.6,1.81,235620,2001-009
42,-65.51,3,5,2001,2.08,0.047,10,4.6,1.02,235625,2001-009
41.87,-65.35,3,5,2001,1.8,0.087,30,3.7,2.38,235639,2001-009
41.87,-65.35,3,5,2001,2.26,0.028,10,4.4,0.66,235642,2001-009
41.3,-63.12,4,5,2001,4.38,0.115,30,10.6,1.59,235673,2001-009
41.3,-63.12,4,5,2001,4.24,0.089,10,8.6,1.2,235676,2001-009
42.75,-64.18,5,5,2001,2.21,0.065,15,2.2,1.64,235718,2001-009
42.75,-64.18,5,5,2001,4.17,0.1,10,2.9,2.49,235720,2001-009
43.25,-64.62,5,5,2001,1.68,0.072,40,2.3,1.73,235739,2001-009
43.25,-64.62,5,5,2001,2.67,0.052,10,2.3,1.3,235743,2001-009
44.27,-63.32,6,5,2001,1.5,0.067,40,1.3,6.06,235779,2001-009
44.27,-63.32,6,5,2001,3.21,0.061,10,2.7,1.13,235783,2001-009
44.4,-63.2,6,5,2001,2.35,0.098,40,3.5,1.88,235790,2001-009
44.4,-63.2,6,5,2001,3.48,0.054,10,3.4,0.65,235794,2001-009
42.53,-61.4,7,5,2001,1.72,0.072,30,2,7.84,235807,2001-009
42.53,-61.4,7,5,2001,1.62,0.055,10,2.6,7.13,235811,2001-009
42.85,-61.73,8,5,2001,2.42,0.112,50,6.2,2.24,235836,2001-009
42.85,-61.73,8,5,2001,3.26,0.06,10,5,1.12,235841,2001-009
43.18,-62.1,8,5,2001,1.99,0.083,50,2.7,2.4,235848,2001-009
43.18,-62.1,8,5,2001,2.63,0.056,10,3.9,0.81,235853,2001-009
43.39,-61.79,9,5,2001,1.59,0.127,50,2.2,1.48,235869,2001-009
43.39,-61.79,9,5,2001,2.34,0.069,10,3.6,0.6,235874,2001-009
43.79,-61.21,9,5,2001,2.67,0.078,30,3.8,2.98,235886,2001-009
43.79,-61.21,9,5,2001,2.94,0.058,10,4.2,2.4,235889,2001-009
43.47,-57.53,10,5,2001,1.95,0.066,50,3.6,0.91,235912,2001-009
43.47,-57.53,10,5,2001,2.52,0.09,10,3.7,0.74,235917,2001-009
44.48,-58.52,11,5,2001,1.47,0.056,40,1.4,6.24,235953,2001-009
44.48,-58.52,11,5,2001,1.56,0.035,10,3.1,0.89,235957,2001-009
45.16,-59.18,11,5,2001,1.67,0.06,40,1.1,3.03,235978,2001-009
45.16,-59.18,11,5,2001,2.67,0.057,10,3,0.65,235982,2001-009
46.96,-60.22,12,5,2001,2.44,0.073,30,0.1,0.17,236020,2001-009
46.96,-60.22,12,5,2001,3.54,0.093,10,1.6,0.2,236024,2001-009
47.27,-59.78,12,5,2001,2.31,0.081,20,1.3,4.89,236061,2001-009
47.27,-59.78,12,5,2001,2.37,0.097,10,2.2,2.08,236063,2001-009
48,-60.4,13,5,2001,0.67,0.024,20,2.2,3.12,236132,2001-009
48,-60.4,13,5,2001,0.96,0.037,10,2.3,1.52,236134,2001-009
47.18,-59.06,13,5,2001,1.68,0.086,30,1.1,6.48,236147,2001-009
47.18,-59.06,13,5,2001,2.37,0.086,10,2.3,1.01,236150,2001-009
45.8,-58.22,14,5,2001,1.89,0.086,30,1.1,4.95,236206,2001-009
45.8,-58.22,14,5,2001,2.21,0.075,10,2.6,1.05,236209,2001-009
42.71,-59.77,15,5,2001,1.6,0.096,50,3.3,1.93,236221,2001-009
42.71,-59.77,15,5,2001,3.62,0.088,10,7.1,0.55,236227,2001-009
43.12,-60.15,15,5,2001,1.6,0.096,50,3.9,1.52,236241,2001-009
43.12,-60.15,15,5,2001,3.23,0.095,10,5.5,0.42,236247,2001-009
44.25,-61.26,16,5,2001,3.07,0.093,30,4.8,1.26,236290,2001-009
44.25,-61.26,16,5,2001,3.13,0.092,10,4.9,1.46,236294,2001-009
44.86,-61.89,16,5,2001,3.09,0.078,30,2.2,0.43,236310,2001-009
44.86,-61.89,16,5,2001,2.7,0.096,10,2.2,0.44,236313,2001-009
42.84,-61.64,31,5,2001,1.76,0.083,40,3.4,0.86,236961,2001-022
42.84,-61.64,31,5,2001,3.46,0.1,20,4.8,0.33,236964,2001-022
42.84,-61.64,31,5,2001,4.26,0.082,10,6.8,0.29,236966,2001-022
42.85,-61.68,1,6,2001,1.43,0.067,40,3.5,2.42,236995,2001-022
42.85,-61.68,1,6,2001,2.52,0.073,20,4.3,0.48,236998,2001-022
42.85,-61.68,1,6,2001,4.27,0.091,10,6.4,0.29,237000,2001-022
44.81,-60.46,2,6,2001,1.74,0.112,40,2.7,0.66,237027,2001-022
44.81,-60.46,2,6,2001,2.98,0.08,20,2.9,0.51,237030,2001-022
44.81,-60.46,2,6,2001,4.55,0.098,10,6.2,0.31,237032,2001-022
49.84,-58.45,3,6,2001,2.01,0.104,40,0.6,0.28,237040,2001-022
49.84,-58.45,3,6,2001,3.4,0.097,20,4.1,0.2,237043,2001-022
49.84,-58.45,3,6,2001,4.4,0.097,10,7,0.16,237045,2001-022
53.8,-55.44,4,6,2001,1.77,0.093,40,-1.5,0.26,237068,2001-022
53.8,-55.44,4,6,2001,1.85,0.087,20,0.3,0.47,237072,2001-022
53.8,-55.44,4,6,2001,3.15,0.073,10,1,1.99,237074,2001-022
55.42,-53.82,5,6,2001,0.57,0.016,4,4.2,3.49,205949,2001-022
55.61,-53.63,5,6,2001,1.98,0.069,40,3.5,1.03,237194,2001-022
55.61,-53.63,5,6,2001,1.91,0.067,20,3.4,1.73,237197,2001-022
55.61,-53.63,5,6,2001,2.02,0.071,10,3.6,4.33,237199,2001-022
56.7,-52.49,6,6,2001,0.93,0.043,40,4.2,1.88,237281,2001-022
56.7,-52.49,6,6,2001,1.95,0.097,20,5.3,1.32,237284,2001-022
56.7,-52.49,6,6,2001,1.48,0.043,10,5.5,1.64,237286,2001-022
58.64,-50.42,7,6,2001,2.11,0.119,40,4.5,0.63,237344,2001-022
58.64,-50.42,7,6,2001,2.56,0.092,20,5.2,0.62,237347,2001-022
58.64,-50.42,7,6,2001,2.76,0.074,10,5.2,0.57,237349,2001-022
60.57,-48.26,8,6,2001,1.39,0.066,40,0.1,10.28,237457,2001-022
60.57,-48.26,8,6,2001,1.55,0.08,20,0.1,10.82,237461,2001-022
60.57,-48.26,8,6,2001,1.34,0.052,10,0.6,6.66,237463,2001-022
59.06,-49.97,9,6,2001,2.98,0.129,40,5.1,0.77,237550,2001-022
59.06,-49.97,9,6,2001,2.75,0.092,20,5.3,1.08,237553,2001-022
59.06,-49.97,9,6,2001,2.44,0.061,10,5.3,1.09,237555,2001-022
56.11,-53.12,10,6,2001,0.69,0.04,40,4.2,3.85,237637,2001-022
56.11,-53.12,10,6,2001,1.41,0.05,20,5.5,2.26,237640,2001-022
56.11,-53.12,10,6,2001,1.91,0.078,10,5.8,1.56,237642,2001-022
54.69,-52.5,11,6,2001,1.67,0.085,40,2.5,0.29,237705,2001-022
54.69,-52.5,11,6,2001,1.6,0.116,20,3,0.79,237708,2001-022
54.69,-52.5,11,6,2001,2.05,0.06,10,3.4,1.63,237710,2001-022
52.73,-52,12,6,2001,2.04,0.128,40,-0.4,0.83,237819,2001-022
52.73,-52,12,6,2001,2.65,0.083,20,2.1,1.13,237822,2001-022
52.73,-52,12,6,2001,3.58,0.07,10,3.4,1.28,237824,2001-022
50.15,-57.94,13,6,2001,1.52,0.08,40,0.5,0.98,237885,2001-022
50.15,-57.94,13,6,2001,2.2,0.065,20,2.5,0.27,237888,2001-022
50.15,-57.94,13,6,2001,3.52,0.08,10,6.1,0.26,237890,2001-022
43.01,-65.48,24,10,2001,4.35,0.159,30,9,0.67,243528,2001-061
43.01,-65.48,24,10,2001,5.59,0.177,3,11,2.75,243532,2001-061
42,-65.51,25,10,2001,5.39,0.102,20,14.2,1.37,243589,2001-061
42,-65.51,25,10,2001,4.97,0.133,3,14.7,1.05,243592,2001-061
41.87,-65.34,25,10,2001,5.97,0.113,40,15,1.21,243604,2001-061
41.87,-65.34,25,10,2001,5.92,0.119,3,15,1.13,243609,2001-061
43.4,-64.75,26,10,2001,5.28,0.111,20,11.4,1.21,243623,2001-061
43.4,-64.75,26,10,2001,5.38,0.114,3,11.7,1.49,243626,2001-061
43.25,-65.05,26,10,2001,5.04,0.094,10,12.4,1.21,243648,2001-061
43.25,-65.05,26,10,2001,5.4,0.112,3,12.4,1.15,243650,2001-061
42.31,-63.88,27,10,2001,2.2,0.151,40,10.9,0.29,243698,2001-061
42.31,-63.88,27,10,2001,7.49,0.149,3,15.3,0.35,243703,2001-061
42.34,-63.87,27,10,2001,3.23,0.133,30,12,0.47,243711,2001-061
42.34,-63.87,27,10,2001,7.69,0.126,3,15.2,0.37,243715,2001-061
43.48,-62.45,29,10,2001,7.62,0.188,30,14.5,0.45,243754,2001-061
43.48,-62.45,29,10,2001,8,0.202,3,14.5,0.42,243758,2001-061
43.16,-62.11,29,10,2001,6.87,0.218,20,12.3,0.35,243767,2001-061
43.16,-62.11,29,10,2001,9.16,0.216,3,13.5,0.61,243770,2001-061
41.82,-63.51,30,10,2001,7.21,0.136,40,21.4,0.56,243812,2001-061
41.82,-63.51,30,10,2001,6.69,0.136,3,21.4,0.55,243817,2001-061
43.4,-61.8,31,10,2001,6.59,0.175,30,12.7,1.05,243824,2001-061
43.4,-61.8,31,10,2001,6.79,0.141,3,13,1.15,243828,2001-061
43.78,-61.21,31,10,2001,8.28,0.166,20,13.2,0.74,243840,2001-061
43.78,-61.21,31,10,2001,8.43,0.176,3,13.3,0.74,243843,2001-061
43.47,-57.5,1,11,2001,6.6,0.128,30,14.4,0.57,243868,2001-061
43.47,-57.5,1,11,2001,6.16,0.147,3,14.4,0.59,243874,2001-061
44.49,-58.51,2,11,2001,5.49,0.111,20,11.9,0.59,243911,2001-061
44.49,-58.51,2,11,2001,6.17,0.131,3,12,0.66,243914,2001-061
44.82,-58.84,2,11,2001,7.24,0.129,10,11.2,1,243927,2001-061
44.82,-58.84,2,11,2001,6.74,0.166,3,11.2,0.97,243929,2001-061
46.96,-60.22,3,11,2001,4.94,0.134,30,9.8,0.95,243976,2001-061
46.96,-60.22,3,11,2001,5.51,0.132,3,10.1,1.18,243980,2001-061
47.1,-59.99,3,11,2001,4.82,0.12,20,7.6,1.11,244004,2001-061
47.1,-59.99,3,11,2001,5.49,0.147,3,8.8,1.62,244007,2001-061
47.75,-60.1,4,11,2001,5.67,0.152,30,9.4,0.79,244074,2001-061
47.75,-60.1,4,11,2001,5.26,0.147,3,9.1,1.33,244078,2001-061
48,-60.4,4,11,2001,3.44,0.12,20,7.5,0.75,244091,2001-061
48,-60.4,4,11,2001,3.73,0.124,3,7.6,1.31,244094,2001-061
45.98,-57.63,5,11,2001,3.89,0.129,20,9.6,0.44,244125,2001-061
45.98,-57.63,5,11,2001,5.55,0.123,3,10.3,1.31,244128,2001-061
45.8,-58.22,5,11,2001,4.03,0.121,10,9.6,0.69,244152,2001-061
45.8,-58.22,5,11,2001,5.54,0.124,3,9.9,1.73,244154,2001-061
43.12,-60.14,6,11,2001,4.9,0.144,20,13.1,0.66,244181,2001-061
43.12,-60.14,6,11,2001,6.15,0.132,3,12.4,0.59,244184,2001-061
43.31,-60.35,6,11,2001,3.94,0.11,20,11.5,0.82,244198,2001-061
43.31,-60.35,6,11,2001,9.66,0.097,3,12.1,1.33,244201,2001-061
44.86,-61.9,7,11,2001,5.32,0.184,3,12.6,1.07,244245,2001-061
42.69,-61.52,25,6,2002,5.22,0.12,1,0,0.25,253095,2002-032
42.69,-61.52,25,6,2002,5.18,0.114,50,0,0.42,253090,2002-032
44.17,-56.63,26,6,2002,3.79,0.1,1,9.3,0.4,253106,2002-032
44.17,-56.63,26,6,2002,1.67,0.093,50,5.1,0.68,253101,2002-032
45.91,-50.89,27,6,2002,3.84,0.068,1,6.7,0.2,253138,2002-032
45.91,-50.89,27,6,2002,1.18,0.07,40,1.6,1.28,253134,2002-032
47,-46.66,28,6,2002,3.79,0.098,1,6.2,0.34,256226,2002-032
47,-46.66,28,6,2002,1.8,0.069,50,4.3,0.25,253220,2002-032
48.67,-46.86,30,6,2002,2.15,0.06,1,6.6,1.94,253391,2002-032
48.67,-46.86,30,6,2002,2.3,0.077,40,6.3,3.1,253382,2002-032
53.8,-55.43,2,7,2002,3.1,0.077,1,4.2,1.69,253477,2002-032
53.8,-55.43,2,7,2002,1.12,0.07,30,-1,8.72,253470,2002-032
55.13,-54.09,3,7,2002,3.03,0.138,1,6,7.12,253628,2002-032
55.13,-54.09,3,7,2002,3.15,0.075,40,5.9,7.52,253619,2002-032
56.21,-53,4,7,2002,1.95,0.103,1,5.4,5.11,253699,2002-032
56.21,-53,4,7,2002,1.93,0.039,40,5.4,5.16,253690,2002-032
56.96,-52.21,5,7,2002,2.6,0.123,1,5.8,3.1,253740,2002-032
56.96,-52.21,5,7,2002,3.06,0.097,40,4.7,4.93,253731,2002-032
58.22,-50.87,6,7,2002,1.99,0.118,1,5.8,3.38,253844,2002-032
58.22,-50.87,6,7,2002,2.42,0.099,40,4.3,3.9,253835,2002-032
59.48,-49.47,7,7,2002,2.64,0.157,1,5.5,2.55,253933,2002-032
59.48,-49.47,7,7,2002,2.61,0.107,40,5.1,3.62,253926,2002-032
60.57,-48.22,8,7,2002,3.96,0.224,1,1.1,0.91,254067,2002-032
60.57,-48.22,8,7,2002,3.87,0.145,40,0.3,0.69,254057,2002-032
58.67,-47,9,7,2002,3.2,0.183,1,6,1.03,254138,2002-032
58.67,-47,9,7,2002,2.95,0.096,20,6,1.07,254130,2002-032
59.5,-44.06,10,7,2002,1.78,0.104,30,0.3,0.61,254247,2002-032
58,-44.01,11,7,2002,3.55,0.106,1,6.5,0.46,254329,2002-032
58,-44.01,11,7,2002,3.7,0.102,20,6.5,0.45,254322,2002-032
56,-44.02,12,7,2002,2.94,0.09,1,7.1,0.68,254442,2002-032
56,-44.02,12,7,2002,2.6,0.094,10,7.1,0.7,254436,2002-032
53.6,-44,13,7,2002,4.26,0.171,1,9.4,1.12,255556,2002-032
53.6,-44,13,7,2002,3.01,0.127,20,8.4,0.89,255549,2002-032
52.09,-45.9,14,7,2002,4.84,0.184,1,10.8,1.09,255669,2002-032
52.09,-45.9,14,7,2002,4.63,0.127,20,10.8,1.16,255662,2002-032
50.86,-48.49,15,7,2002,3.43,0.11,1,8.5,0.83,255782,2002-032
50.86,-48.49,15,7,2002,2.1,0.063,30,5.2,5.68,255774,2002-032
49.41,-51.54,16,7,2002,6.94,0.121,1,11,0.13,255899,2002-032
49.41,-51.54,16,7,2002,6.35,0.121,20,4.7,0.29,255895,2002-032
44.27,-63.32,18,10,2002,6.99,0.19,20,14,0.53,259007,2002-064
44.27,-63.32,18,10,2002,7.48,0.212,3,14,0.65,259011,2002-064
42.97,-61.76,19,10,2002,3.66,0.141,50,14.2,0.48,259032,2002-064
42.97,-61.76,19,10,2002,6.15,0.152,3,15.4,0.5,259038,2002-064
42.7,-61.55,20,10,2002,2.13,0.149,50,12.3,0.3,259064,2002-064
42.7,-61.55,20,10,2002,5.09,0.129,3,18.3,0.21,259070,2002-064
43.18,-62.08,21,10,2002,9.49,0.204,30,14,0.34,259113,2002-064
43.18,-62.08,21,10,2002,5.9,0.151,3,14,0.49,259117,2002-064
44.4,-63.45,22,10,2002,9.36,0.2,20,12.8,0.23,259153,2002-064
44.4,-63.45,22,10,2002,4.91,0.107,3,12.8,0.66,259156,2002-064
42.75,-65.48,23,10,2002,5.31,0.136,30,12.5,0.86,259189,2002-064
42.75,-65.48,23,10,2002,5.16,0.125,3,12.5,0.89,259193,2002-064
42.13,-65.5,23,10,2002,7.14,0.177,20,13.6,1.43,259212,2002-064
42.13,-65.5,23,10,2002,6.06,0.17,3,13.6,1.4,259215,2002-064
42.32,-63.87,24,10,2002,8.35,0.181,30,18.6,0.42,259266,2002-064
42.32,-63.87,24,10,2002,7.69,0.194,3,16.6,0.37,259270,2002-064
43.11,-60.14,25,10,2002,5.76,0.158,20,14.6,0.47,259299,2002-064
43.11,-60.14,25,10,2002,5.78,0.163,3,14.2,0.47,259302,2002-064
44.12,-58.17,26,10,2002,6.05,0.163,20,10.9,1.19,259339,2002-064
44.12,-58.17,26,10,2002,6.94,0.17,3,10.9,1.07,259342,2002-064
43.77,-57.83,26,10,2002,5.55,0.155,3,11.2,0.81,259358,2002-064
43.77,-57.83,26,10,2002,5.04,0.144,3,11.2,0.81,259359,2002-064
45.82,-59.85,29,10,2002,5.41,0.135,3,8.9,0.6,259425,2002-064
45.82,-59.85,29,10,2002,5.28,0.132,3,18.9,0.6,259426,2002-064
45.49,-59.51,29,10,2002,5.7,0.206,3,9.9,1.04,259447,2002-064
45.49,-59.51,29,10,2002,5.78,0.187,3,9.9,1.04,259448,2002-064
44.25,-61.26,30,10,2002,4.45,0.126,3,11.5,1.65,259484,2002-064
44.25,-61.26,30,10,2002,4.69,0.119,3,11.5,1.65,259485,2002-064
43.66,-60.5,30,10,2002,6.69,0.199,3,11,0.78,259500,2002-064
43.66,-60.5,30,10,2002,7.3,0.203,3,11,0.78,259501,2002-064
44.26,-63.32,31,10,2002,4.78,0.135,3,10.5,1.52,259556,2002-064
44.26,-63.32,31,10,2002,5.11,0.146,3,10.5,1.52,259557,2002-064
53.68,-55.55,1,12,2002,2.36,0.099,4,0.5,0.16,259575,2002-075
53.68,-55.55,1,12,2002,1.61,0.068,20,0.5,0.24,259567,2002-075
53.99,-55.25,2,12,2002,1.76,0.06,4,0.4,0.38,259592,2002-075
53.99,-55.25,2,12,2002,1.68,0.078,30,0.4,0.38,259584,2002-075
55.36,-53.67,3,12,2002,2.58,0.121,4,3.6,0.19,259666,2002-075
55.36,-53.67,3,12,2002,2.25,0.126,10,3.6,0.2,259660,2002-075
57.37,-51.8,4,12,2002,2.59,0.136,4,3.9,0.19,259732,2002-075
57.37,-51.8,4,12,2002,2.68,0.098,30,3.9,0.2,259724,2002-075
59.07,-49.95,5,12,2002,2.89,0.148,4,4.5,0.16,259794,2002-075
59.07,-49.95,5,12,2002,2.9,0.132,20,4.5,0.17,259787,2002-075
60.25,-48.82,6,12,2002,3.07,0.157,4,5,0.14,259856,2002-075
60.25,-48.82,6,12,2002,2.98,0.137,20,5,0.14,259849,2002-075
59.48,-49.47,7,12,2002,2.94,0.135,4,4.7,0.15,259938,2002-075
59.48,-49.47,7,12,2002,2.88,0.103,30,4.7,0.16,259931,2002-075
57.8,-51.35,8,12,2002,2.58,0.111,4,3.7,0.21,259974,2002-075
57.8,-51.35,8,12,2002,2.47,0.129,20,3.7,0.22,259967,2002-075
55.61,-53.61,9,12,2002,2.6,0.107,4,3.3,0.17,260033,2002-075
43.41,-57.69,25,4,2003,2.34,0.035,45,2,14.3,261814,2003-010
43.41,-57.69,25,4,2003,1.34,0.037,5,2.7,5.94,261827,2003-010
43.37,-57.65,26,4,2003,0.73,0.016,5,2.7,5.04,261900,2003-010
43.37,-57.65,26,4,2003,1.85,0.052,43,2,13.92,261892,2003-010
43.37,-57.6,27,4,2003,0.59,0.011,5,3,3.57,261972,2003-010
43.37,-57.6,27,4,2003,1.86,0.041,45,2.2,15.05,261966,2003-010
43.41,-57.48,28,4,2003,0.88,0.019,5,3.1,3.19,262017,2003-010
43.41,-57.48,28,4,2003,1.77,0.052,50,1.9,13.92,262003,2003-010
43.84,-57.47,29,4,2003,0.99,0.016,5,3.1,1.89,262059,2003-010
43.84,-57.47,29,4,2003,1.89,0.043,50,1.9,12.04,262050,2003-010
43.61,-57.43,30,4,2003,0.81,0.011,5,3.3,1.61,262140,2003-010
43.61,-57.43,30,4,2003,2.01,0.053,50,2.1,11.66,262123,2003-010
43.67,-57.45,1,5,2003,0.92,0.013,5,3.4,1.08,262211,2003-010
43.67,-57.45,1,5,2003,1.94,0.057,45,1.6,12.79,262195,2003-010
43.76,-57.52,2,5,2003,1.8,0.02,5,3.7,0.84,262259,2003-010
43.76,-57.52,2,5,2003,0.98,0.031,55,4,2.55,262246,2003-010
39,-57.36,3,5,2003,12.7,0.116,5,23,0.3,262308,2003-010
39,-57.36,3,5,2003,5.84,0.117,125,17.9,0.75,262296,2003-010
36.84,-54.39,4,5,2003,7.43,0.08,5,19.8,0.28,262358,2003-010
36.84,-54.39,4,5,2003,6.65,0.088,45,19.3,0.8,262339,2003-010
36.93,-54.42,5,5,2003,5.87,0.055,5,19.4,0.98,262405,2003-010
36.93,-54.42,5,5,2003,3.93,0.077,20,19.3,1.26,262396,2003-010
42.28,-45.01,7,5,2003,5.84,0.075,5,16.1,2.08,262454,2003-010
42.28,-45.01,7,5,2003,5.52,0.071,40,16.1,1.86,262436,2003-010
46.49,-45.01,8,5,2003,1.77,0.032,5,4.1,1.3,262502,2003-010
46.49,-45.01,8,5,2003,1.66,0.057,40,3.7,1.63,262492,2003-010
50.67,-45,9,5,2003,3.51,0.044,5,8.5,0.59,262548,2003-010
50.67,-45,9,5,2003,3.51,0.087,40,8.5,0.58,262533,2003-010
54.83,-45,10,5,2003,2.05,0.039,5,4.1,0.79,262622,2003-010
54.83,-45,10,5,2003,2.14,0.058,45,4.1,0.73,262612,2003-010
43.4,-57.68,13,5,2003,2.25,0.026,5,4.3,1.3,262645,2003-010
43.4,-57.68,13,5,2003,1.81,0.064,35,3.7,2.93,262629,2003-010
43.37,-57.71,14,5,2003,2.04,0.028,5,3.8,1.04,262718,2003-010
43.35,-57.73,15,5,2003,1.32,0.019,5,4,1.52,262740,2003-010
43.35,-57.73,15,5,2003,3.2,0.098,45,2.5,1.52,262729,2003-010
53.68,-55.55,23,7,2003,2.01,0.094,2,11.1,0.21,265703,2003-038
53.68,-55.55,23,7,2003,3.95,0.075,2,11.1,0.28,265706,2003-038
55.19,-54.06,24,7,2003,2.42,0.094,21,5.3,1.12,265814,2003-038
55.19,-54.06,24,7,2003,3.14,0.065,4,8,1,265818,2003-038
56.12,-53.12,25,7,2003,3.24,0.07,10,9.5,2.12,265921,2003-038
56.12,-53.12,25,7,2003,3.11,0.084,4,9.6,2.16,265924,2003-038
57.38,-51.79,26,7,2003,2.01,0.106,30,7.3,1.04,266008,2003-038
57.38,-51.79,26,7,2003,3.33,0.078,3,9.9,0.97,266013,2003-038
58.64,-50.42,27,7,2003,1.77,0.077,28,7.6,1.12,266097,2003-038
58.64,-50.42,27,7,2003,3.58,0.113,4,9.2,0.52,266102,2003-038
59.98,-48.9,28,7,2003,2.73,0.102,49,7.9,0.67,266208,2003-038
59.98,-48.9,28,7,2003,3.77,0.089,4,8.6,0.38,266215,2003-038
59.74,-49.16,29,7,2003,3.32,0.096,22,8.3,1.04,266337,2003-038
59.74,-49.16,29,7,2003,3.47,0.097,3,8.2,1.12,266341,2003-038
57.74,-49.4,30,7,2003,2.77,0.126,30,7.6,0.6,266377,2003-038
57.74,-49.4,30,7,2003,3.96,0.087,4,9.7,0.37,266382,2003-038
53.45,-49.5,31,7,2003,3.15,0.148,29,9,0.61,266394,2003-038
53.45,-49.5,31,7,2003,5.2,0.122,4,10.9,0.64,266399,2003-038
52.73,-52,1,8,2003,1.52,0.052,28,2.7,1.53,266523,2003-038
52.73,-52,1,8,2003,3.8,0.07,3,7.2,0.32,266528,2003-038
43.5,-51.2,11,12,2003,3,0.061,3,4.7,0.66,267859,2003-078
43.32,-51.34,11,12,2003,2.33,0.073,3,3.8,2.21,267870,2003-078
43.14,-51.48,11,12,2003,2.57,0.066,30,3.5,2.7,267883,2003-078
43.14,-51.48,11,12,2003,2.62,0.081,3,3.5,2.68,267887,2003-078
42.4,-52.02,12,12,2003,2.49,0.075,30,6.7,1.08,267920,2003-078
42.4,-52.02,12,12,2003,3.96,0.089,3,7.8,1.04,267924,2003-078
42.03,-52.29,12,12,2003,6.95,0.187,30,13.3,0.5,267940,2003-078
42.03,-52.29,12,12,2003,7.16,0.186,3,13.3,0.53,267944,2003-078
44.47,-53.24,13,12,2003,4.45,0.119,3,7.2,0.54,267963,2003-078
44.22,-53.48,13,12,2003,3.71,0.136,3,6.9,0.6,267981,2003-078
44.05,-53.64,13,12,2003,4.77,0.124,3,9.2,0.53,267999,2003-078
43.37,-54.28,14,12,2003,5.91,0.176,30,12.5,0.61,268027,2003-078
43.37,-54.28,14,12,2003,6.34,0.164,3,12.2,0.67,268031,2003-078
44.76,-55.84,15,12,2003,4.04,0.144,30,6.5,0.48,268077,2003-078
44.76,-55.84,15,12,2003,4.31,0.123,3,6.5,0.53,268081,2003-078
44.92,-55.84,15,12,2003,3.43,0.112,3,4.5,0.44,268091,2003-078
43.65,-58.98,17,12,2003,3.47,0.077,3,5.9,1.23,268121,2003-078
43.65,-58.98,17,12,2003,3.93,0.147,20,5.9,0.95,268118,2003-078
43.59,-58.92,17,12,2003,2.86,0.073,3,6,1.23,268140,2003-078
43.59,-58.92,17,12,2003,2.82,0.083,30,6,1.23,268136,2003-078
42.53,-61.4,18,12,2003,4.52,0.11,3,8.5,0.65,268160,2003-078
42.53,-61.4,18,12,2003,4.16,0.116,30,8.5,0.68,268156,2003-078
42.45,-65.48,19,12,2003,3.86,0.129,3,5.8,0.56,268190,2003-078
42.75,-65.46,19,12,2003,4.42,0.135,3,5.6,0.5,268180,2003-078
43,-65.47,19,12,2003,4.36,0.123,3,5.6,0.47,268170,2003-078
42.62,-64.07,20,12,2003,3.63,0.101,3,6.4,0.71,268261,2003-078
42.62,-64.07,20,12,2003,3.59,0.109,20,6.4,0.69,268258,2003-078
42.85,-61.73,21,12,2003,5.22,0.125,3,8.8,0.5,268294,2003-078
43.18,-62.09,21,12,2003,4.92,0.125,30,8.5,0.65,268301,2003-078
