lat,lon,day,mon,year,pm,alpha,z,temp,chl,id,cruise
59.25,-62.03,18,8,1982,3.82,0.122,10,5.2,0.11,8213590,HUDBAY82
60.8,-64.32,19,8,1982,2.01,0.084,30,1,2.6,8213614,HUDBAY82
60.8,-64.32,19,8,1982,1.93,0.093,10,1.1,5.36,8213615,HUDBAY82
60.68,-66,20,8,1982,3.01,0.339,45,0.2,0.63,8213690,HUDBAY82
60.68,-66,20,8,1982,4.8,0.225,10,2.7,0.92,8213691,HUDBAY82
61.25,-67.37,21,8,1982,2.63,0.146,45,1.5,1.48,8213738,HUDBAY82
61.25,-67.37,21,8,1982,2.29,0.074,10,1.5,3.39,8213739,HUDBAY82
61.29,-69.15,22,8,1982,2.19,0.235,45,0.2,0.61,8213809,HUDBAY82
61.29,-69.15,22,8,1982,3.27,0.16,10,2.3,0.91,8213810,HUDBAY82
61.11,-69.54,23,8,1982,3.98,0.173,25,2.7,1.84,8213852,HUDBAY82
61.11,-69.54,23,8,1982,3.56,0.181,10,3.8,0.42,8213853,HUDBAY82
62.22,-70.7,1,9,1982,1.59,0.146,35,0.6,1.46,8214416,HUDBAY82
62.22,-70.7,1,9,1982,2.57,0.122,10,3.2,0.2,8214417,HUDBAY82
62,-64.58,2,9,1982,1.98,0.178,60,1,0.34,8214470,HUDBAY82
62,-64.58,2,9,1982,4.72,0.187,10,1,0.3,8214471,HUDBAY82
62.39,-60.46,3,9,1982,1.62,0.2,40,3.6,0.52,8214555,HUDBAY82
62.39,-60.46,3,9,1982,2.36,0.106,10,6,0.28,8214556,HUDBAY82
60.65,-61.52,4,9,1982,0.98,0.153,60,0.2,0.14,8214608,HUDBAY82
60.65,-61.52,4,9,1982,2.49,0.117,10,2.1,2.97,8214609,HUDBAY82
60.52,-64.38,5,9,1982,1.99,0.186,40,1,0.23,8214694,HUDBAY82
60.52,-64.38,5,9,1982,2.7,0.093,10,1,0.25,8214695,HUDBAY82
61.23,-64.99,6,9,1982,2.49,0.15,50,0.9,1.02,8214779,HUDBAY82
61.23,-64.99,6,9,1982,2.89,0.142,10,1.6,1.27,8214780,HUDBAY82
39.12,-50.88,23,7,1982,6.14,0.047,0,25.5,0.09,8785,AZORES82
39.46,-52.36,23,7,1982,6.59,0.037,0,25,0.12,8786,AZORES82
40.33,-58.37,24,7,1982,8.68,0.06,0,25,0.23,8788,AZORES82
41.97,-60.68,25,7,1982,1.07,0.096,60,17.2,1.09,8791,AZORES82
44.45,-63.04,14,7,1980,2.39,0.071,11,11.5,0.48,804500,ARCTIC80
47.29,-59.45,15,7,1980,1.41,0.11,50,3,0.22,804501,ARCTIC80
48.13,-59.24,15,7,1980,1.48,0.043,6,11,0.58,804503,ARCTIC80
50.71,-57.74,16,7,1980,7.49,0.272,8,10.5,0.26,804506,ARCTIC80
51.61,-56.22,16,7,1980,2.27,0.07,6,6.6,1.26,804512,ARCTIC80
54.08,-52.75,17,7,1980,10.26,0.233,4,6.5,0.11,804516,ARCTIC80
53.92,-53.27,18,7,1980,0.89,0.069,30,0.5,14.41,804523,ARCTIC80
53.89,-55.29,19,7,1980,3.92,0.127,23,4.5,0.3,804526,ARCTIC80
54.88,-52.37,20,7,1980,3.1,0.231,24,4.5,1.54,804530,ARCTIC80
54.86,-52.68,20,7,1980,5.44,0.287,21,5.9,0.38,804534,ARCTIC80
53.92,-56.3,21,7,1980,1.16,0.162,31,0.5,3.58,804540,ARCTIC80
54.52,-56.82,22,7,1980,5.06,0.194,4,7.5,0.51,804546,ARCTIC80
60.37,-61.24,25,7,1980,0.9,0.062,22,3,0.88,804553,ARCTIC80
45.42,-60.32,12,7,1979,7.17,0.124,10,11,0.82,,LSL79
49.53,-58.58,13,7,1979,11.87,0.148,10,11,0.23,,LSL79
52.93,-55.13,14,7,1979,10.74,0.175,10,6.5,0.14,,LSL79
57.33,-55.4,15,7,1979,3.46,0.034,10,8.5,2.6,,LSL79
61.92,-55.85,16,7,1979,2.34,0.034,10,7.5,1.26,,LSL79
44.5,-63.46,18,4,1979,2.5,0.055,5,4,0.59,790001,SHELF79
44.5,-63.46,18,4,1979,2.29,0.062,30,2.5,2.6,790002,SHELF79
44.13,-63.18,19,4,1979,2.02,0.045,5,3,0.71,790017,SHELF79
44.13,-63.18,19,4,1979,1.39,0.036,40,3,1,790020,SHELF79
43.83,-62.8,19,4,1979,1,0.022,5,4,1.1,790024,SHELF79
43.83,-62.8,19,4,1979,1.5,0.043,45,3,3.25,790025,SHELF79
43.48,-62.46,20,4,1979,2.37,0.049,10,3.8,0.17,790032,SHELF79
43.48,-62.46,20,4,1979,1.42,0.057,50,4.2,0.2,790029,SHELF79
42.99,-61.94,20,4,1979,2.55,0.052,5,6,1.86,790036,SHELF79
42.99,-61.94,20,4,1979,2.16,0.084,40,7.2,0.92,790039,SHELF79
41.8,-61.5,21,4,1979,2.1,0.058,5,6,0.66,790045,SHELF79
41.8,-61.5,21,4,1979,1.71,0.045,35,8,1.35,790042,SHELF79
39.9,-61.44,22,4,1979,0.74,0.028,5,21,0.59,790052,SHELF79
39.9,-61.44,22,4,1979,0.68,0.037,60,21,0.49,790051,SHELF79
41.67,-61.5,23,4,1979,2.84,0.105,5,6.5,0.63,790053,SHELF79
41.67,-61.5,23,4,1979,0.59,0.009,35,6.2,0.96,790054,SHELF79
41.48,-61.49,23,4,1979,2.16,0.046,5,7.3,1.51,790062,SHELF79
41.48,-61.49,23,4,1979,1.51,0.025,30,9,1.43,790063,SHELF79
41.33,-61.5,24,4,1979,4.9,0.097,5,13.5,0.85,790071,SHELF79
41.33,-61.5,24,4,1979,4.13,0.071,35,13.5,0.85,790074,SHELF79
41.48,-61.5,24,4,1979,2.96,0.075,5,10,1,790081,SHELF79
41.48,-61.5,24,4,1979,2.1,0.054,35,13.8,1.2,790078,SHELF79
41.4,-61.49,25,4,1979,3.21,0.104,5,11.2,0.43,790088,SHELF79
41.4,-61.49,25,4,1979,1.43,0.057,35,11.5,0.2,790087,SHELF79
41.72,-61.5,26,4,1979,1.79,0.053,35,9.5,1.08,790089,SHELF79
41.72,-61.5,26,4,1979,2.26,0.067,35,9.8,0.61,790095,SHELF79
41.72,-61.5,26,4,1979,1.97,0.084,35,8.2,0.59,790106,SHELF79
41.72,-61.51,27,4,1979,1.93,0.078,35,8.8,0.56,790107,SHELF79
41.72,-61.49,27,4,1979,1.79,0.055,35,8.1,1.03,790114,SHELF79
41.72,-61.47,27,4,1979,1.94,0.066,35,9.3,1.12,790122,SHELF79
41.77,-61.4,27,4,1979,2.43,0.086,35,7.8,0.61,790130,SHELF79
43.23,-61.65,28,4,1979,1.89,0.053,20,6,0.66,790137,SHELF79
43.56,-61.5,28,4,1979,3.29,0.07,20,4.8,0.15,790138,SHELF79
43.53,-62.11,28,4,1979,2.6,0.062,25,5,0.22,790143,SHELF79
43.47,-62.42,29,4,1979,1.34,0.05,25,4.5,0.22,790144,SHELF79
43.18,-62.09,29,4,1979,2.05,0.073,25,8,1.09,790145,SHELF79
42.68,-62.74,29,4,1979,2.17,0.104,45,7.8,0.67,790146,SHELF79
42.53,-61.41,29,4,1979,2.2,0.068,35,6.2,0.91,790151,SHELF79
42.6,-61.35,29,4,1979,3.11,0.113,35,8,0.79,790152,SHELF79
42.53,-61.42,29,4,1979,2.08,0.071,35,6.8,0.93,790156,SHELF79
42.67,-61.32,29,4,1979,1.96,0.054,35,7.2,0.68,790157,SHELF79
43.11,-62.17,30,4,1979,1.87,0.079,35,6.5,1.03,790158,SHELF79
43.39,-62.17,30,4,1979,2.5,0.06,35,9,0.4,790163,SHELF79
43.83,-62.81,30,4,1979,3.2,0.063,20,5,0.2,790164,SHELF79
43.7,-63.06,30,4,1979,2.32,0.044,20,3.8,0.21,790165,SHELF79
43.79,-63.04,1,5,1979,2.41,0.043,10,5,0.3,790166,SHELF79
43.79,-63.04,1,5,1979,1.99,0.049,35,3,0.28,790167,SHELF79
42.83,-62.81,1,5,1979,2.6,0.098,35,6.2,0.82,790168,SHELF79
42.83,-62.8,1,5,1979,2.59,0.111,35,5.4,0.68,790169,SHELF79
42.83,-62.81,1,5,1979,3.41,0.11,35,5.2,0.85,790170,SHELF79
42.83,-62.8,1,5,1979,2.82,0.093,35,5.2,0.93,790175,SHELF79
42.83,-62.8,2,5,1979,1.87,0.081,35,5.9,1.06,790176,SHELF79
42.83,-62.8,2,5,1979,2.53,0.102,35,7.1,0.82,790177,SHELF79
42.83,-62.79,2,5,1979,3.61,0.103,35,6.2,0.61,790178,SHELF79
42.83,-62.79,2,5,1979,2.37,0.071,35,7,1.03,790179,SHELF79
42.83,-62.79,2,5,1979,3.13,0.08,35,8,1.03,790180,SHELF79
42.83,-62.79,2,5,1979,2.21,0.08,35,7,1.01,790185,SHELF79
42.83,-62.79,2,5,1979,2.84,0.07,35,8.2,0.99,790186,SHELF79
44.95,-61.3,26,8,1978,8.23,0.134,10,18,0.56,784100,SCIN78
44.95,-61.3,26,8,1978,1.42,0.06,66,4,0.12,784103,SCIN78
48.15,-59.45,27,8,1978,4.29,0.072,5,15.3,0.56,784115,SCIN78
48.15,-59.45,27,8,1978,1.68,0.048,36,6.7,1.03,784118,SCIN78
51.72,-55.97,28,8,1978,3.36,0.068,0,7.8,0.76,784134,SCIN78
56.12,-55.73,29,8,1978,3.19,0.067,0,6.5,0.54,784136,SCIN78
60.87,-56.68,30,8,1978,2.72,0.082,4,6.8,1.08,784138,SCIN78
60.87,-56.68,30,8,1978,2.14,0.051,27,7.5,1.21,784141,SCIN78
42.42,-63.42,4,6,1978,3.41,0.105,10,10.5,0.44,,SHELF78
42.42,-63.42,4,6,1978,1.69,0.121,40,9.2,1.84,,SHELF78
42.67,-63.42,4,6,1978,10.98,0.273,10,9.1,0.19,,SHELF78
42.67,-63.42,4,6,1978,3.06,0.17,40,4.1,0.7,,SHELF78
42.58,-63.42,5,6,1978,9.84,0.183,10,8.2,0.24,DA-12-10,SHELF78
42.58,-63.42,5,6,1978,8.71,0.706,40,1.5,0.02,DA-12-40,SHELF78
42.25,-63.42,5,6,1978,4.91,0.092,10,11.6,0.43,,SHELF78
42.25,-63.42,5,6,1978,2,0.116,40,9.4,1.7,,SHELF78
42.67,-63.42,5,6,1978,6.68,0.198,10,6.6,0.34,,SHELF78
42.67,-63.42,5,6,1978,2.37,0.152,40,4.9,0.4,,SHELF78
42.42,-63.42,6,6,1978,8.28,0.179,10,11.1,0.26,,SHELF78
42.42,-63.42,6,6,1978,10.16,0.708,40,7.1,0.23,,SHELF78
50.3,-52.37,11,2,1978,1.84,0.173,10,1,0.21,,LABSEA78
50.3,-52.37,11,2,1978,1.95,0.096,30,1,0.22,,LABSEA78
51.61,-49.35,12,2,1978,2.97,0.141,10,5.3,0.22,,LABSEA78
51.61,-49.35,12,2,1978,3.06,0.138,30,5.3,0.18,,LABSEA78
51.24,-53.97,15,2,1978,1.43,0.134,10,2,0.25,,LABSEA78
51.24,-53.97,15,2,1978,1.85,0.053,30,2,0.25,,LABSEA78
53.27,-54.61,16,2,1978,1.48,0.079,10,-0.5,0.18,,LABSEA78
53.27,-54.61,16,2,1978,1.35,0.066,30,-0.5,0.18,,LABSEA78
54.21,-52.21,17,2,1978,3.03,0.105,10,3.3,0.19,,LABSEA78
54.21,-52.21,17,2,1978,2.68,0.064,30,3.3,0.19,,LABSEA78
55.38,-49.33,18,2,1978,3.28,0.155,10,0,0.15,,LABSEA78
55.38,-49.33,18,2,1978,1.71,0.041,30,0,0.18,,LABSEA78
57.17,-50.27,19,2,1978,3.35,0.135,10,0,0.18,,LABSEA78
57.17,-50.27,19,2,1978,3.09,0.125,30,0,0.17,,LABSEA78
55.96,-54.06,20,2,1978,2.51,0.075,10,0,0.1,,LABSEA78
55.96,-54.06,20,2,1978,1.31,0.063,30,0,0.08,,LABSEA78
55.45,-55.32,21,2,1978,2.14,0.099,10,0,0.1,,LABSEA78
55.45,-55.32,21,2,1978,1.38,0.078,30,0,0.12,,LABSEA78
55.9,-58.4,22,2,1978,1.16,0.077,10,-0.8,0.12,,LABSEA78
55.9,-58.4,22,2,1978,0.92,0.081,30,-0.8,0.13,,LABSEA78
57.32,-54.68,23,2,1978,1.58,0.088,10,3.5,0.11,,LABSEA78
57.32,-54.68,23,2,1978,1.77,0.104,30,3.5,0.1,,LABSEA78
58.8,-55.77,24,2,1978,2.45,0.136,10,4,0.11,,LABSEA78
58.8,-55.77,24,2,1978,2.07,0.118,30,4,0.14,,LABSEA78
57.56,-59.15,25,2,1978,0.81,0.064,10,0.6,0.1,,LABSEA78
57.56,-59.15,25,2,1978,1.03,0.08,30,0.6,0.05,,LABSEA78
54.74,-53.75,26,2,1978,2.54,0.124,10,-0.6,0.09,,LABSEA78
54.74,-53.75,26,2,1978,2.06,0.085,30,-0.6,0.11,,LABSEA78
56.03,-50.58,27,2,1978,3.3,0.149,10,4,0.23,,LABSEA78
56.03,-50.58,27,2,1978,2.23,0.108,30,4,0.3,,LABSEA78
53.58,-49.4,28,2,1978,1.89,0.142,10,5,0.31,,LABSEA78
53.58,-49.4,28,2,1978,2.62,0.212,30,5,0.23,,LABSEA78
62.13,-63.08,15,10,1977,1.52,0.061,10,1.7,1.4,,LABSEA77
62.13,-63.08,15,10,1977,1.2,0.063,30,2,1.62,,LABSEA77
61.6,-60.14,16,10,1977,1.64,0.081,10,2.9,1.7,,LABSEA77
61.6,-60.14,16,10,1977,1.51,0.082,30,3.5,1.23,,LABSEA77
60.7,-60.94,17,10,1977,1.14,0.264,10,3.3,0.9,,LABSEA77
60.7,-60.94,17,10,1977,1.33,0.072,30,3.3,0.56,,LABSEA77
58.7,-62.36,19,10,1977,0.8,0.121,10,1.3,1.02,,LABSEA77
58.7,-62.35,19,10,1977,0.79,0.135,30,1.1,0.88,,LABSEA77
59.42,-59.22,20,10,1977,1.97,0.106,10,4.9,0.64,,LABSEA77
59.42,-59.22,20,10,1977,1.7,0.1,30,4.9,0.62,,LABSEA77
57.92,-57.64,21,10,1977,1.57,0.078,10,5.6,0.76,,LABSEA77
57.92,-57.64,21,10,1977,1.53,0.068,30,5.6,0.82,,LABSEA77
57.33,-59.92,22,10,1977,1.67,0.093,10,0,1,,LABSEA77
57.33,-59.92,22,10,1977,1.48,0.066,30,0,0.62,,LABSEA77
57.63,-58.64,23,10,1977,1.2,0.068,10,5.2,0.7,,LABSEA77
57.63,-58.64,23,10,1977,1.6,0.114,30,5.2,0.66,,LABSEA77
57.13,-59.58,24,10,1977,1.17,0.193,10,1,1.36,,LABSEA77
57.13,-59.58,24,10,1977,1.15,0.075,30,1,1.19,,LABSEA77
57.15,-60.79,25,10,1977,1.28,0.049,10,0,1.7,,LABSEA77
57.15,-60.79,25,10,1977,1.74,0.083,30,0,1.54,,LABSEA77
56.51,-59.83,26,10,1977,1.12,0.049,10,1.1,0.92,,LABSEA77
56.51,-59.83,26,10,1977,1.34,0.068,30,1.1,0.74,,LABSEA77
56.58,-57.47,27,10,1977,1.2,0.06,10,2.2,0.78,,LABSEA77
56.58,-57.47,27,10,1977,1.26,0.083,30,2.4,0.67,,LABSEA77
56.36,-57.12,28,10,1977,1.44,0.075,10,5.4,0.74,,LABSEA77
56.36,-57.12,28,10,1977,1.45,0.07,30,5.4,0.7,,LABSEA77
55.24,-58.06,29,10,1977,1.59,0.074,10,0,0.64,,LABSEA77
55.24,-58.06,29,10,1977,1.26,0.103,30,0,0.61,,LABSEA77
55.72,-54.34,30,10,1977,1.71,0.053,10,5,0.77,,LABSEA77
55.72,-54.34,30,10,1977,1.75,0.057,30,5,0.68,,LABSEA77
53.13,-53.37,31,10,1977,1.08,0.035,10,1.9,0.72,,LABSEA77
53.13,-53.37,31,10,1977,0.98,0.057,30,2,0.53,,LABSEA77
42.17,-63.42,30,4,1977,2.38,0.112,10,10.8,3.01,,SHELF77
42.17,-63.42,30,4,1977,2.63,0.253,30,10.8,2.52,,SHELF77
42.5,-63.42,30,4,1977,0.98,0.108,10,12.5,2.9,,SHELF77
42.5,-63.42,30,4,1977,0.9,0.145,30,12.5,2.28,,SHELF77
42.75,-63.42,1,5,1977,2.93,0.182,10,7.2,1.51,,SHELF77
42.75,-63.42,1,5,1977,1.19,0.27,30,13,0.91,,SHELF77
43,-63.42,1,5,1977,5.24,0.202,10,7.3,0.08,,SHELF77
43,-63.42,1,5,1977,2.48,0.37,30,6.5,0.37,,SHELF77
42.75,-63.42,2,5,1977,3.22,0.159,10,9.5,3.01,,SHELF77
42.75,-63.42,2,5,1977,1.58,0.248,30,13.2,0.94,,SHELF77
42.5,-63.42,2,5,1977,2.09,0.137,10,13.6,4.87,,SHELF77
42.5,-63.42,2,5,1977,1.74,0.207,30,13.2,2.93,,SHELF77
42.75,-63.42,3,5,1977,2.76,0.171,10,9.8,4.07,,SHELF77
42.75,-63.42,3,5,1977,1.92,0.269,30,11.4,2.36,,SHELF77
42.5,-63.42,3,5,1977,2.27,0.139,10,11,3.89,,SHELF77
42.5,-63.42,3,5,1977,2.29,0.258,30,11.2,3.3,,SHELF77
42.67,-63.42,4,5,1977,1.64,0.086,10,9.5,3.27,,SHELF77
42.67,-63.42,4,5,1977,1.21,0.104,10,9.5,3.27,,SHELF77
42.67,-63.42,4,5,1977,0.99,0.086,10,8,2.75,,SHELF77
42.67,-63.42,4,5,1977,0.88,0.109,10,8,2.75,,SHELF77
42.67,-63.42,5,5,1977,1.13,0.125,10,9.8,2.7,,SHELF77
42.67,-63.42,5,5,1977,1.94,0.136,10,9.8,2.7,,SHELF77
42.67,-63.42,5,5,1977,3.1,0.165,10,8,2.69,,SHELF77
42.67,-63.42,5,5,1977,2.68,0.204,10,9.5,2.69,,SHELF77
42.67,-63.42,5,5,1977,2.42,0.143,10,9.8,3.5,,SHELF77
42.67,-63.42,5,5,1977,2.41,0.179,10,9.8,3.5,,SHELF77
42.67,-63.42,5,5,1977,2.1,0.132,10,9.8,4.25,,SHELF77
42.67,-63.42,5,5,1977,2.05,0.133,10,10.5,4.25,,SHELF77
42.67,-63.42,5,5,1977,2.03,0.119,10,9,3.63,,SHELF77
42.67,-63.42,5,5,1977,1.08,0.126,10,9,3.63,,SHELF77
42.58,-63.42,7,5,1977,3.51,0.262,10,12.5,2.67,,SHELF77
42.58,-63.42,7,5,1977,2.73,0.276,30,13,0.96,,SHELF77
42.75,-63.42,7,5,1977,2.44,0.178,10,9,2.52,,SHELF77
42.75,-63.42,7,5,1977,1.88,0.273,30,11.8,2.9,,SHELF77
42.77,-64,29,6,1976,4.53,0.145,0,14,0.33,,SHELF76
42.77,-64.03,29,6,1976,6.06,0.282,0,14,0.32,,SHELF76
42.77,-64,29,6,1976,2.05,0.168,10,14,0.27,,SHELF76
42.77,-64,29,6,1976,1.76,0.384,50,8,0.46,,SHELF76
42.78,-64,29,6,1976,2.13,0.192,10,14.3,0.22,,SHELF76
42.78,-64,29,6,1976,0.61,0.461,50,4,0.39,,SHELF76
42.78,-63.53,30,6,1976,2.36,0.199,0,13.8,0.23,,SHELF76
42.83,-63.72,30,6,1976,6.55,0.409,0,14,0.37,,SHELF76
42.8,-64,30,6,1976,2.49,0.15,10,14,0.31,,SHELF76
42.8,-64,30,6,1976,1.27,0.293,50,14,0.26,,SHELF76
42.68,-64,30,6,1976,2.73,0.128,10,14.4,0.3,,SHELF76
42.68,-64,30,6,1976,1.01,0.252,50,8.4,0.97,,SHELF76
42.65,-64,30,6,1976,3.95,0.19,0,15,0.2,,SHELF76
42.65,-64,30,6,1976,1.27,0.115,10,14.6,0.25,,SHELF76
42.83,-64,1,7,1976,1,0.185,10,14.5,0.51,,SHELF76
42.98,-63.65,1,7,1976,1.77,0.248,10,14,0.46,,SHELF76
42.98,-63.48,1,7,1976,4.21,0.446,10,13.8,0.34,,SHELF76
42.98,-63.48,1,7,1976,1.49,0.415,50,13.8,0.46,,SHELF76
42.97,-63.47,1,7,1976,5.01,0.434,10,12.8,0.23,,SHELF76
43.08,-63.47,1,7,1976,18.33,0.792,10,13.8,0.05,,SHELF76
43,-63.25,1,7,1976,1.33,0.144,10,14.2,0.4,,SHELF76
43,-63,2,7,1976,0.95,0.087,10,14.3,0.28,,SHELF76
42.8,-63.47,2,7,1976,3.21,0.241,10,14,0.2,,SHELF76
42.8,-63.47,2,7,1976,1.04,0.326,50,7.7,0.77,,SHELF76
42.67,-63.48,2,7,1976,4.21,0.229,10,15,0.19,,SHELF76
42.4,-63.48,2,7,1976,1.77,0.157,10,15.8,0.2,,SHELF76
42.4,-63.48,2,7,1976,2.39,0.417,50,11.1,0.8,,SHELF76
42.67,-63.53,3,7,1976,4.63,0.241,0,16,0.19,,SHELF76
42.67,-63.5,3,7,1976,4.07,0.36,10,15,0.21,,SHELF76
42.67,-63.5,3,7,1976,2.87,0.689,50,14.5,0.49,,SHELF76
42.8,-63.52,3,7,1976,6.83,0.341,0,15.5,0.28,,SHELF76
42.67,-63.5,3,7,1976,1.58,0.206,10,15,0.13,,SHELF76
42.67,-63.5,3,7,1976,1.63,0.738,40,11,0.61,,SHELF76
42.83,-63.5,4,7,1976,4.72,0.508,10,14.5,0.21,,SHELF76
42.83,-63.5,4,7,1976,1.33,0.34,40,10.6,0.94,,SHELF76
42.5,-63.5,4,7,1976,3.5,0.184,10,15.9,0.17,,SHELF76
42.5,-63.5,4,7,1976,3.55,0.56,40,13,0.45,,SHELF76
42,-63.5,4,7,1976,1.02,0.128,10,15.4,0.22,,SHELF76
42,-63.5,4,7,1976,0.88,0.156,40,8.2,0.67,,SHELF76
42.33,-63.5,5,7,1976,2.22,0.143,10,16,0.12,,SHELF76
42.33,-63.5,5,7,1976,2.29,0.517,40,13.1,0.38,,SHELF76
42.67,-63.47,5,7,1976,2.46,0.207,10,14.8,0.21,,SHELF76
42.67,-63.47,5,7,1976,2.14,0.911,40,12.8,0.45,,SHELF76
42.68,-63.5,5,7,1976,6.8,0.212,0,15.9,0.17,,SHELF76
42.82,-63.5,5,7,1976,4.52,0.112,0,15.5,0.22,,SHELF76
42.65,-63.17,5,7,1976,1.25,0.085,10,15.3,0.16,,SHELF76
42.65,-63.17,5,7,1976,1.73,0.228,40,10.8,0.8,,SHELF76
43,-63.45,6,7,1976,2.81,0.152,0,14,0.42,,SHELF76
42.97,-63.67,6,7,1976,2.84,0.183,10,13,0.53,,SHELF76
42.97,-63.67,6,7,1976,1.17,0.251,40,7,0.51,,SHELF76
42,-63.48,7,7,1976,1.67,0.072,10,16,0.19,,SHELF76
42,-63.48,7,7,1976,1.24,0.193,40,10.2,0.68,,SHELF76
41.5,-63.48,7,7,1976,8.18,0.417,10,25.1,0.07,,SHELF76
41.5,-63.48,7,7,1976,3.19,0.209,40,23.8,0.07,,SHELF76
43,-63,7,7,1976,1.09,0.127,40,8.9,0.92,,SHELF76
42.73,-63,7,7,1976,1.45,0.146,40,12.8,0.55,,SHELF76
42.48,-63,8,7,1976,2.57,0.342,40,13,0.55,,SHELF76
42.5,-63.5,8,7,1976,4.41,0.294,40,12.2,0.38,,SHELF76
42.5,-64,8,7,1976,2.34,0.485,40,5.8,0.19,,SHELF76
42.67,-64,8,7,1976,1.34,0.177,40,7,0.76,,SHELF76
42.8,-63.75,9,7,1976,6.62,0.201,0,16.8,0.11,,SHELF76
42.8,-63.67,9,7,1976,5.54,0.201,0,16,0.38,,SHELF76
43.12,-63.63,9,7,1976,8.24,0.251,0,15.8,0.57,,SHELF76
43.43,-63.58,9,7,1976,7.34,0.212,0,15.7,0.56,,SHELF76
43.43,-63.32,9,7,1976,6.61,0.184,0,15.4,0.83,,SHELF76
43.13,-63.32,9,7,1976,7.92,0.237,0,15.2,0.3,,SHELF76
42.85,-63.2,10,7,1976,6.09,0.268,0,16.4,0.23,,SHELF76
42.85,-63.17,10,7,1976,7.78,0.207,0,16.2,0.27,,SHELF76
42.53,-63.15,10,7,1976,6.36,0.176,0,18.8,0.26,,SHELF76
42.7,-63.13,10,7,1976,13.4,0.318,0,18.2,0.1,,SHELF76
43,-63.13,10,7,1976,8.25,0.174,0,17,0.19,,SHELF76
42.67,-63.33,10,7,1976,0.76,0.072,10,18.3,0.27,,SHELF76
42.67,-63.33,10,7,1976,1,0.142,40,13.3,0.69,,SHELF76
43,-63.32,11,7,1976,2.33,0.159,10,15.4,0.61,,SHELF76
43,-63.32,11,7,1976,1.51,0.128,40,11.7,0.79,,SHELF76
42.65,-63.32,11,7,1976,2.46,0.142,10,17.7,0.28,,SHELF76
42.65,-63.32,11,7,1976,2.76,0.373,40,12.2,0.6,,SHELF76
43,-63.32,11,7,1976,2.18,0.152,10,14.2,0.56,,SHELF76
43,-63.32,11,7,1976,1.34,0.391,40,5.5,0.13,,SHELF76
43.67,-63.33,11,7,1976,2.99,0.124,10,17,0.17,,SHELF76
43.67,-63.33,11,7,1976,1.82,0.161,40,10.7,0.66,,SHELF76
43.5,-63.33,12,7,1976,1.9,0.169,10,16.2,0.46,,SHELF76
43.5,-63.33,12,7,1976,1.26,0.229,40,5.7,0.46,,SHELF76
43,-63.33,12,7,1976,2.58,0.21,10,15,0.55,,SHELF76
43,-63.33,12,7,1976,1.12,0.225,40,6.8,0.75,,SHELF76
42.67,-63.33,12,7,1976,1.71,0.092,10,17,0.31,,SHELF76
42.67,-63.33,12,7,1976,1.08,0.173,40,12.9,0.6,,SHELF76
43,-63.32,12,7,1976,1.73,0.127,10,14.4,0.55,,SHELF76
43,-63.32,12,7,1976,1.1,0.455,40,8.2,0.93,,SHELF76
42.67,-63.32,12,7,1976,1.43,0.158,10,17.2,0.2,,SHELF76
42.67,-63.32,12,7,1976,1.63,0.298,40,11.7,0.73,,SHELF76
46.5,-52.75,12,5,1997,0.61,0.014,10,-0.1,3.76,173634,woce97
46.5,-52.75,12,5,1997,0.92,0.013,40,-0.5,6.99,173635,woce97
49.28,-51.84,13,5,1997,2.85,0.042,10,-0.1,7.46,173667,woce97
49.28,-51.84,13,5,1997,1.46,0.036,40,0.1,4.22,173668,woce97
50.59,-49,14,5,1997,1.14,0.244,10,3.2,1.7,173680,woce97
50.59,-49,14,5,1997,0.87,0.042,30,2.8,0.5,173681,woce97
51.78,-46.58,15,5,1997,2.53,0.047,4,6.6,2.75,173693,woce97
51.78,-46.58,15,5,1997,2.72,0.076,30,6.6,2.58,173694,woce97
54.49,-44,17,5,1997,2.01,0.04,10,6.2,2.94,173706,woce97
54.49,-44,17,5,1997,1.98,0.052,30,6.2,2.72,173707,woce97
56.49,-43.99,18,5,1997,0.74,0.151,10,4.2,1.51,173719,woce97
56.49,-43.99,18,5,1997,1.68,0.036,30,4.2,1.57,173720,woce97
57.98,-44.01,19,5,1997,0.88,0.039,10,3.7,1.51,173732,woce97
57.98,-44.01,19,5,1997,1.34,0.046,50,3.7,1.5,173733,woce97
59.49,-44.02,20,5,1997,1.83,0.039,10,-1,2.12,173745,woce97
59.49,-44.02,20,5,1997,2.82,0.044,40,-1,2.35,173746,woce97
60.39,-48.6,21,5,1997,2.61,0.072,2,1.5,5.21,173758,woce97
59.76,-49.14,22,5,1997,2.05,0.032,10,4,12.17,173771,woce97
59.76,-49.14,22,5,1997,2.49,0.049,50,4,3.37,173772,woce97
58.19,-50.88,23,5,1997,1.74,0.033,2,4.5,9.42,173795,woce97
58.19,-50.88,23,5,1997,1.81,0.047,20,4.5,6.45,173796,woce97
57.37,-51.79,24,5,1997,1.43,0.054,10,4.2,1.81,173908,woce97
57.37,-51.79,24,5,1997,1.25,0.034,30,4,1.81,173909,woce97
55.84,-53.37,26,5,1997,1.55,0.06,10,2,3.54,173921,woce97
55.84,-53.37,26,5,1997,1.12,0.071,30,3,1.93,173922,woce97
55.1,-54.11,27,5,1997,1.67,0.024,10,0.5,1.74,173934,woce97
55.1,-54.11,27,5,1997,1.76,0.07,30,1.2,5.75,173935,woce97
